Review,Food & Drinks Quality & Price,"General (Ambience, Entertainment, & Experience)",Service
"I had breakfast here each day, lunch on the day I arrived and quite a few drinks. It's an easy-going bar and restaurant just off the lobby in Caesars Palace, open 24 hours. Very happy with the quality of the food and the service.",Good,Good,Good
"As we stayed in Caesars palace, it was nice just to go down and have breakfast there ( 24 hours aday, breakfast served until 11.30am ). Great waffles with cream and fruit, nice bacon and eggs, good coffee and a friendly service also. We used this place for five days straight, no problems to report. They let us charge all food to the room, which gave us more money to spend on the strip. Happy Days.",Good,,Good
"Had breakfast at this restaurant.  It is open 24 hours a day at Caesars Palace.  My Eggs Benedict w/fruit costs $29.  It was very good, but a bit pricey, IMHO.",Good,Good,
"A great place to meet up in Caesars. Food is fresh, portions massive, good for sharing, great cocktails and mean gin and tonics.",Good,Good,
"My husband and I were staying at Caesar's Palace and decided to have breakfast here because it was so convenient.  Although the place was crowded, we were seated quickly.  The menu had a good selection, and the food was excellent.  I was also impressed that there were packs of stevia sugar substitute on the tables, because I usually have to provide my own.",Good,Good,
I love that this is open 24 hours a day all day everyday. Even in Vegas sometimes I find the shops and restaurants aren't open long enough for me. We were staying in the Augustus tower which is right next to this restaurant. It was the obvious choice for breakfast. I'm glad I had us head down at 8:30 AM on a Saturday because there was a huge line around 9 AM. We both ordered mimosas and the breakfast sandwich. The sandwich was very filling and so delicious with everything you could want in a breakfast sandwich. We'd definitely eat here again for any meal if we can get a table.,Good,Good,
"We had a drink, a late night snack and a breakfast during our stay and it was all good and the service was fine.",Good,,Good
"Indoor seating was an option, but the weather was nice, so we went outside. A bit of a wait, so I put my hand over the table and it came back with dirt on it.  We asked for the twofer that was advertised for 2 margaritas and 6 fish tacos. Margaritas in a plastic cup, that weren't up to par, tacos were poor, price$50/per person and really loud (even by Vegas standards) tv outside of Caesars.
Not up to Ceasars standards.",Bad,Good,
Food was not great - prices were too high for what you got. And the wait staff was slow and unfriendly.,Bad,,Bad
"The service was awesome , the food was perfect....and the prices are reasonable , to....Opened 12 hours !!!! The best in Caesars Palace, period....",Good,Good,Good
"We recently stayed at Caesar's Palace and ate at Cafe Americano three times. Each time, the food was delicious and the service was excellent. It's open 24 hours and it's a great place to catch a game or just people watch as it's located by the doors going into the lobby. The bartenders are friendly and love to mix up concoctions for you. Thank you to Luis, Rodney and Tayton for your excellent service and friendly demeanors! Would definitely recommend having a bite here!",Good,Good,Good
"Located in Caesars Palace, this is an all night cafe with really Good!  We've been back on several visits for the short rib nachos....more than a meal for two people!!  
Manager Paloma is kind and friendly and we enjoyed visiting with her.  Server extraordinaire Silvano is great if you need awesome service late at night or early morning! 
This cafe also provides food to go if you want something for your room. 
Consistently friendly and good, we'll go every time!!",Good,Good,Good
"The menus was extensive and the server helped my finicky friend find something that she could and would eat. Not an easy task, trust me.",Good,,Good
We are here a few times for breakfast during our stay at Caesars. The staff are very attentive and the food is excellent quality at a reasonable price for Vegas Strip restaurants. The only downside is the restaurant isn't owned by Caesars and so any breakfast allocation can't go towards it or your player reward points can't either!,Good,,Good
"Just a normal place for comfort food. The cafeteria of the Caesars.
Certainly are better laces around with much better prices.",Good,,
"Stopped in one night for some champagne and pizza and loved it. We actually sat outside and the waiter was lovely and so helpful ((he gave us some suggestions of what we could do tomorrow). We always then made a point of stopping in to even grab a coffee.
The service was excellent.",Good,,Good
"The meatball is a little bigger than a baseball, served with marinara and grated cheese in a bowl. On the side was grilled toast, butter and sliced red pepper. I also had lemonade. It was excellent.",Good,,
"So convenient , great options for breakfast, and the food taste great and their presentation was awesome. Lots of choices",Good,Good,
"Cafe Americano is situated inside the hotel lobby of Caesars Palace and is open 24hrs for food and drink. Although we didn't dine here we opted to use the outdoor bar most days on our way out and on our return for a couple of drinks. A special mention to Apryl T who served us on more than one ocassion, she was lovely, polite and seemed genuinely interested in chatting to us and remembered us saying we were off on a helicopter trip to celebrate our honeymoon, as she asked about it immediately the next time we saw her. Thank you for making us feel welcome Mark & Kirsty UK",,Good,Good
Ate breakfast here on our first morning in Vegas. Portions are large and tasty. We were even offered a cup-to-go for our coffee as we left!,Good,,
"Compared to other places to get a good burger, this was about $5 higher per meal...but the food was very good and the service good (not great) too.  People were helpful (we had someone with a dietary issue with us)...but we did have to ask again for items we had ordered, but had not come with our orders",Good,,Good
"We were attending a wedding ceremony later evening at Caesers. We stayed at a different property so we decided to have light snack and a glass of wine. 
The service was outstanding - the waiter had so much personality. 
The prices were steep but what you expect in Las Vegas.",,,Good
"We ate here several times during our stay and each time the food was really good and service was excellent.  Must try the rib meat nachos, more than one person can eat and delicious.",Good,Good,Good
"Like most places in Las Vegas, the prices were steep, but the food was really good and the service was also good. They serve their sodas in mason jars which I thought was a cute touch. The fries come in their own mini fryer basket which is also adorable. It was a relaxing lunch and we enjoyed the food quite a bit.",Good,Good,Good
This place is not a cheap place to stop fro breakfast but it's superb great service great setting in Caesars palace lobby .,Good,Good,Good
"We ate at this restaurant 3x while we were staying at Caesar's.  Also had dessert there later one night.  The sandwiches are HUGE, you can def. share with someone.  Breakfast was really good.  Late night pie, ahhhh, don't think I would order again.  Way too sweet and too much dough, but it was tasty enough I guess?  We really enjoyed this restaurant.",Good,Good,
A little pricey but more food than you need. My sister and I ended up sharing there was so much food.,Good,,
"Didn't actually eat here, my friends and I always seemed to land up here as our last ""one for the road"" before going back to our hotel, which was usually in the early hours of the morning.  Fab friendly staff who we had such a laugh with.  We were calling it our ""local"" by time we came home. Drinks were lovely - love the Berry Vodka",Good,Good,Good
"Had breakfast for 2 at the Cafe Americano in Ceaser's Palace. I ordered 2 eggs over medium, bacon and tea. Hubby had the same plus hash browns. Got eggs over easy. And a bill for $50.


Service was excellent and I know Vegas is expensive. But I will not be returning.",Bad,Bad,Good
"Had a pleasant lunch.  We had to wait about 10 minutes for a table for 5 people which is fine but then by the time the waiter came back to us the breakfast menu was no longer available.


We ordered some drinks but then it seemed like we were forgotten again for quite a while before we were able to place a food order.


Food was pretty average.  I ordered a fried chicken sandwich with coleslaw.  There was very little coleslaw and the whole thing was a bit dry.  Couldn't get the waiter's attention to ask for some more.


I would go back if I couldn't something I prefer nearby.  It was fairly solid all around apart from the slow service",Bad,,Bad
Restaurant has a variety of breakfast selections.  Serving are large.  Staff is quite attentive to the customers.  Great way to start a day!!!,Good,,Good
"We were walking around waiting for room to be ready for check in and stopped at the Cafe Americano. We had dinner reservations later for a steakhouse so we shared some dishes so as not to get too full. The buttermilk chicken sandwich was really good, a little dry, but excellent flavor and crispy. The star-SHORT RIB NACHOS! Wow those were good, huge portion too, probably the 4 of us could have shared this alone. Really fresh ingredients and the short ribs were so tender. We would go back just for this starter!",Good,Good,
Overpriced and underserviced. The prices are not justified either by the selection or the staff's willingness to help out. They would rather pay you out.,Bad,Bad,Bad
Eggs hashbrowns toast bacon for myself and hamburger and fries for the husband. We give the restaurant a 10 out of 10. The staff is very nice and friendly. Big portions. Slightly higher costs but well worth it.,Good,Good,Good
"Absolutely pathetic service. Overpriced wine and small serving. Small overpriced sailed.  Went there after lunch and the place was near empty, but the waiter was so inattentive we sat for maybe 8 minutes without him coming over to us.  Couldn't get our drinks, managers standing around and not responding very well to another four top that was complaining they haven't been greeted yet.  Not for me....not ever again.",Bad,Bad,Bad
"On a recent trip to Caesars Palace my wife and I went looking for breakfast, we found the Cafe Americano. It was busy and we had to wait 15 minutes for a table which wasn't bad. The breakfast menu was typical, fried eggs, omlets, waffles etc. What wasn't typical were the prices. Now I know this isn't the Las vegas of old with $.99 breakfasts and $10 prime rib dinners but $60 for breakfast for two is just outrageous, it was nothing special just eggs and bacon, come on.",Bad,,
Eggs benedict for me hash for hubby. Both items best ever. Fresh but expensive.  $25 each with $6 coffee. Same price for most all items on menu. Also ate late dinner. Shared a sandwich and fries which kitchen split without us asking. Great food.,Good,,
"A great option before Absinthe.  We wanted some place close to the show.  We shared the guac and chips thinking it would be a small portion of quac.  My husband had a house salad and I had the Latino Vegan Quinoa.  The quac and chips would have been enough for dinner for both of us.  It was a lot and really good!  My husband's house salad was huge and he enjoyed it.  


My Latino Vegan Quinoa was huge as well.  The flavors blended so well.  


The service was also very good.  The waiters were very quick to make sure we had what we needed and made sure we were satisfied.  It was a very pleasant dining experience for our first night in Vegas.  We had more than enough time to go around the corner to our show.",Good,Good,Good
I ate here 6 times. The breakfast was good but expensive. The best thing was the roast chicken. It was great. The oatmeal was runny. Just okay. Overall a good honest meal.,Good,,
Stopped by on our between casinos to have a drink. These were the worst drinks we had the entire trip. Cosmos were $15 and size of a shot and pure juice. We ordered 6 drinks and it took 45 minutes for them to make them and we were the only group out there. The other drinks were also like drinking straight juice. Save your money and go somewhere like Rhumbar you will be better off.,Bad,Bad,Bad
Food here was excellent - as you would expect from Bobby Flay. It was quiet at lunchtime - a nice surprize - and the price was great $50 for 2 without drinks,Good,Good,
"Ambience was amazing open 24 hours with a bar and outdoor seating as well as bar and seating inside Caesar's Palace. Apryl was our server and was awesome! The pizzas, sandwiches, salads were all excellent!",Good,Good,Good
"This restaurant is 24 hours, and located just off the lobby within Caesars Palace. We had lunch here after a long morning and needed refreshment quickly. Our needs were met and exceeded with friendly and fast service, as well as very Good.",Good,Good,Good
"Have been here 3 times now: breakfast, dinner and afternoon snack/coffee. 


Each time we enjoyed our experience.  From just my wife and I right up to family of 8 attending we experienced the same level of service and assistance each time. 


In each instance we often needed to adjust menu items to suit different dietary requirements and to their credit, nothing was too difficult and always happy to oblige us.


Pricing at each sitting was very reasonable. The venue itself is very comfortable, attractive and immaculately clean, well positioned in the centre of Caesar's.",Good,Good,Good
"Considering this cafe is located within Caesar's Palace we expected much better service.   We were seated quickly, but waited almost 20 minutes before ever seeing a server.  Service really is an issue. Food quality was average.  Very expensive for portion sizes and the type of food.",Bad,,Bad
"Had breakfast here and the food and service were good.  Only had to wait about 5 minutes for a table.  Our waiter was very pleasant and attentive.  Our food was very good and the omelette that my wife received was enormous.  The ingredients tasted fresh and we both enjoyed our meals.  The place is pricey, but that is expected here at Caesars Palace.  A side of toast is $7, and a side of bacon is $9.  I would probably eat elsewhere that is a little bit more affordable next time.",Good,,Good
"Stay away if you have Celiac or Gluten Free (GF) sensitivity! The menu has items listed as gluten free. I informed the waiter of my GF sensitivity and he seemed to understand. I ordered the Grilled Mahi-Mahi (comes with red quinoa and corn avocado salsa) and I felt the pain (headache, fatigue, stomach pains) within a few hours and throughout the next day. My recovery time was 1 1/2 days, and I have never experienced such a lengthy recovery time. I can't imagine what it would be like for someone who has Celiac!! This restaurant made my birthday (the next day) rather miserable. It was so bad I questioned my husband as I thought perhaps I had too much to drink, of which he confirmed I really did not. 


For those who do not have issues with gluten, the Mahi-Mahi was bland...granted I ordered GF. It was as though the chef simply plopped the Mahi-Mahi on the grill with no seasoning or even lemon. Best tasting was the quinoa. My husband, who is not GF, ordered the Corned Beef sandwich. It is thinly sliced and he really liked the sandwich. He did not feel it was worth the price point. However, it's Vegas and dining out is pricey overall along the strip.",Bad,Bad,
"had breakfast during a stay at Caesars last week,
$17.00 for their least expensive breakfast which consisted 
of cold eggs, ham and potatoes... service slow
just nothing good to say about it.. $3.00 grand slam at Dennys is better
food but this is $17 each ( I tipped more than the breakfast was worth)
I assume since Caesars has you captured they try and screw you on the food prices.
worked only once, left for breakfast the other days of my stay and never had dinner there except once at Earl of Sandwich in their food court (its a great place however)
Not really any reasonable spots on the Strip anymore for food I may start staying at
Golden Nugget and Uber to strip at night... better deals...",Bad,Bad,
"When we stay at Caesars we end up eating here because it is the only place to eat after midnight. For a cafe/coffee shop they are a tad overpriced. They only serve breakfast until 11 am, if you are not an egg and pancake person, the fruit plate is excellent. If you are looking for a late night snack to share I recommend the short rib nachos. The nachos are great and there is  there is enough food for 3 people. My son had the patty melt and said wasn't very good and didn't even eat half of it. I had the burger and when I ordered I specified very well done, absolutely no pink. When the burger arrived it was pink, she offered to send it back but I do not send food back. She did not offer to take it off the bill or bring me something else. If you want more of a selection, you could walk next door to Bellagio, there coffee shop has a better lat night menu.",Bad,Bad,
"This is the only 24 hour eaterie in Caesars Palace. I ate here twice and the food was great. Big portions and very tasty food. The pancake stack with bananas was awesome, only problem was I could not finish it as it was too filling. Great place to eat but quite Pricey.",Good,Good,
"Went here a few times while staying at Caesar's. Service was good and reasonable choice of beer on tap. Didn't eat here but saw the portions of people that did and they looked quite a good size. 


Handy as a meeting place when you are going out in a big group, as you can always have a beer while waiting the for the stragglers.",,Good,Good
Don't let the large cost of the food scare you! The quantity of food will! The pizza was great! The drinks are very strong!,Good,,
"Food is good, servers are friendly but rushed.  Simple menu with fast service.  Prices are very high.  Stop in for a late night snack.",Good,,Good
My husband and I ate breakfast at Cafe Americano during our stay at Caesars.  The portions are huge and big enough for two people.  This place stays open 24 hours a day and seems popular based on the number of people I saw come and go.,Good,Good,
"We stopped into the bar at this establishment inside Caesar's Palace for a drink after some afternoon shopping on the strip to escape the scorching heat.  It is located in a bustling foyer between towers of the hotel and as the bar is right on it, the people watching is very good.  I was in the mood for a craft beer and our server Ryan's suggestion of the Magic Hat IPA really hit the spot.  My girlfriend had her regular Tito's and soda.  We sat there talking and looking and were never rushed.  Can't comment on the food as we didn't eat, but if you're on that part of the strip and want to wet your whistle, this is a good place to do it.",,Good,Good
"The 3 meat omelet was exploding with meat!  Very generous portion and delicious!!
Wonderful customer service!",Good,,Good
"We stopped by after watching the Mariah Carey show. I'm not a fan of wings, but these were big, juicy and delicious.
Great atmosphere.",Good,Good,
"Food was very good, but shocked at the prices. I enjoy breakfast and the service was very nice.  We had to laugh when we ordered cause orange juice was $ 8.00 for a small glass, all I could think was it doesn't come with a shot of vodka?   One egg, 2 strips of bacon and toast $ 24.00. I think that is expensive. Pleasant and nice service but live and learn.",,,Good
"Their service was excellent also. Located right at the main entrance to Caesars Palace, it is open 24 hours a day. Fairly fast service on the food, especially since it was pretty busy. I had a BLT, which was on thick sliced grilled bread and very tasty and fresh ingredients. There also had a nice variety of choices on the menu. I would eat here again.",Good,Good,Good
I ate dinner there which was not bad. I also ate breakfast there. The breakfast food was decent but for the high price they charge for orange juice they could at least serve it in a regular size drinking glass instead of a small jar.,Good,,
"Timely and cordial service, good menu, good breakfast with large portions, properly served. A little expensive for breakfast.",Good,,Good
The food here was very good and the portions are HUGE!! Try the huge meatball it is an appetizer but is enough for a meal. Not cheap but well worth the price due to size of servings!!,Good,,
"Absolutely delicious pancakes, fresh squeezed Orange juice, and breakfast burrito. It was amazing, but pricey. OJ was $10, pancakes were $20. Big portions of food, which was nice.",Good,,
Cafe Americano is located in Caesars. Old school breakfast. Pricey but Good. Interesting fact:  if using comps you pay tax unlike other properties,Good,Good,
"Went to eat at cafe Americano after seeing Absinthe. Seated, offered a drink, ordered, then incessant banging commenced. New flooring was being laid in the restaurant. No prior warning had been given when we were seated, which given the fact we couldn't talk without shouting was shocking. Our food arrived, missing some of the order (we didn't bother asking for it) I spoke to the waiter who offered no alternative table just to box our pizza. ""If I'd have wanted take out pizza I'd have ordered takeout"". Can't believe to poor service in what I assumed was a decent hotel. Clearly I was mistaken. I appreciate work has to happen but warn your guests, close the restaurant, offer some discount or apology. Don't leave guests disappointed.",Bad,Bad,Bad
"When we arrived there was no one at the Hostess Stand and waited several minutes for someone to show up.  By that time there was quite the line.  Once Seated, we were greeted with water and our waiter introduced himself.  It was about 20 minutes before we saw him again.  It took about 20 minutes to get a drink from the bar.  Once I received my food I did not see my waiter again for about 30 minutes.  There were no refills at all.  The food was OK but the service made this a place I will never go again.  The food and service in Vegas overall is outstanding and this was the ONLY place I had a negative experience.  I would not recommend this restaurant because there are so many other options that have better food and superb customer service!!",Good,Bad,Bad
"Ordered food here at night and had to wait for almost an hour. The restaurant was dead, but for some reason my food didn't come out until I repeatedly asked someone. Servers seemed distracted and not interested in helping. I think because they know they will always have business, they don't care about service. Save your money.",,Bad,Bad
"My friends and I were looking for a place on the strip to eat outdoors and stumbled across this gem. We weren't expecting too much, but we were pleasantly surprised!


We sat on the outside patio which at dinner time was perfectly shaded with a bar, lounge seating, and tables. I got the Jumbo Black Tiger Shrimp Linguini which if you're looking for a pasta dish... YOU HAVE TO GET! My friends got the Grilled Mahi-Mahi and the Grilled Free Range Chicken which were also really good.


The servers were also very friendly which made our experience all the more positive. Prices are pretty much what I would expect for a Vegas on Memorial Day weekend. We liked it so much we ended up going back a second time later in our trip for a late night snack!",Good,Good,Good
"Visited 6/10/16 for breakfast.  Cafe Americano is located just off the lobby at Caesars so it definitely is convenient which is why we stopped in.
Service and food was very good, but I just can't justify a $25 omlette and/or a $25 plate of pancakes.  I wouldn't go back, just due to prices.",,,Good
"Having struggled to find anything decent at the hotel we were staying at, we found Cafe Americano while on walk about and chanced an evening meal. It turned out to be a good choice. The food was good, and the menu reasonably varied. The service was good and during the meal a manager or equivalent came to our table to check all was ok. I saw him doing this with all tables while we are there and this certainly made us feel our custom was important and feel welcomed. Good all round.",Good,Good,Good
"While spending an entire afternoon and evening at Caesar's Palace before going to Absynthe, we decided to enjoy a nice dinner at Cafe Americano.  Unfortunately our server made an error on what my wife ordered twice (once in what she ordered and when she wanted her soup) and he had the nerve to literally challenge her on the order as he leaned across the table at us.  Then when the food finally got there he chicken was so dry she could not eat it.   At this point his attitude was so bad we simply paid the bill and left.  Cannot believe that at no point in our time there did we ever see or hear from the manager.  Very disappointed considering the $30 price tag for a sandwich and fries.  Expected way better service along with Good.   Many other choices, would recommend ANY of them.",Bad,Bad,Bad
"If I see Eggs Benedict on a menu, I usually order it.  I have to say the Eggs Benedict at Cafe Americano at Caesar's Las Vegas was the best, repeat best, I've ever eaten.  Nice smoky Canadian bacon, perfect hollandaise, and eggs poached to perfection.  The crunchy side of hash browns were the best!  Wish we had dinner our first night at Cafe Americano instead of the buffet.  I'll be dreaming about this restaurant.",Good,Good,
"Staying in Caesars Palace, this restaurant was within a stones throw.
The super-friendly staff were a delight and a credit to their company.
Open 24 hours, an early morning coffee was a heart starter, with the added 
advantage of not standing in a 10+ minute que as one had to with their competitors.
If you're looking for a great meal; unpressured friendly service, I recommend
this cafe restaurant.",Good,Good,Good
This is a great place to eat while staying at Caesars. Service was great (Keith) and the food was very good. I recommend this restaurant.,Good,Good,Good
"We went here for Breakfast and it was great, very busy place right by the hotel reception. Great menu with all you need 24/7",Good,Good,
"I ate lunch here twice on a recent business trip to Las Vegas. Both of my meals were very good. I had the Tigertail Shrimp Pasta on one occasion and the Skinny Stir Fry on the other. You can't go wrong with either dish. Service was also prompt, friendly and efficient. I think the food is pricey but it seems to be typical of the new Las Vegas!",Good,,Good
Staff were rude and food was terrible. Don't bother eating outside as the staff think they're above speaking to you. We went for dinner before a night out and were told by a member of staff that wasn't doing anything to order at the bar if we wanted food quickly. Then we spent ages just being stared at for a $70 meal I could get better at wetherspoons.,Bad,Bad,Bad
"Had a wonderful lunch there. Service was awesome and good was delicious. Giant meatball and hummus as apps were great as were our entrees of Asian chicken salad , steak and eggs (they have all day breakfast item selection on the menu which is a great idea for Vegas ) and piizza marguerita. 


Great place to eat and people watch into Caesars main lobby. Are their twice. Open 24 hours. Met Mario, the manager, who was very gracious and welcoming. Runs a top notch operation here.",Good,Good,Good
I was very busy the weekend we were in Las Vegas. The wait for seating and to receive the food was a bit long. The service was excellent and the food was good.,Good,,Good
"We had a drink and wings the night before as a pre dinner snack and decided to give it a try for breakfast. 
My mojito was a little sweet but the wings were good. 
Breakfast was not. Our food took forever to come out. The omelette was mediocre and room temp. The hashbrowns were cold. Pancakes were warm but dry. I ordered banana pancakes and they just put some bananas on top. The bacon was delicious however. 
Fortunately we weren't as bad off as the people next to us. They had been waiting longer than us and asked to speak to the manager. 
Side note, I was wearing black pants as this was business breakfast meeting and they didn't have any black napkins. I couldn't use the white one because it was linting all over them!


Two breakfasts and a coffee for $90 not worth it. Go around the corner to the Payard Bistro. Staff is great and the food is way better!",Bad,,Bad
"Overpriced,  food was marginal.  I think they took the potatoes off the breakfast buffet, they were cold. Coffee was cold",Bad,,
May be the nature of the joint. I had Breakfast and dinner at this place. Place was very noisy during dinner. Food is Good.,Good,Bad,
"We ate here for breakfast. There was a short wait but we were able to immediately sit at the bar. Large tv and clean decor. Nice bartenders. 
Drinks, even coffee was expensive. Order took a little time and one of our four was incorrect, server ordered different item. That took time as well and he just said ""don't kill me"". My husband was watching a soccer game when the tv changed to a vacuum infomercial and was told it was linked outside. He told him it was an infomercial and the bartender said he'd look into it and never did.
The captain crunch French toast was great as was the eggs Benedict and pulled pork hash. The hash browns were soggy. Everything was at least 22 dollars each. Very overpriced.
Food was good but not worth the cost and poor service and mistakes that were ignored.
Skip it",Bad,Bad,Bad
"Had a great breakfast here. Pancakes were big, fluffy, and ""Good"". Good attentive service. Long lines mean Good. Expect them.",Good,Good,Good
"Was here for breakfast only, so cannot attest to the rest of the 24 hour menu.   Seating was quick and courteous, and food came quickly.  The veggie hash was great.  Nice to be able to people watch while drinking coffee or waiting for your order.",Good,Good,Good
"We selected this café twice for breakfast. Service and food was very good. The portions were large. The presentation the food on the plate was very appealing.


Will be back.",Good,Good,Good
Came here a couple of times for a few pints. Service was always great and the atmosphere was awesome since it is in Caesars lobby. Nice looking patio but it wasn't warm enough to relax outside at night. This will be one of my first stops when I come back in May.,,Good,Good
"On our recent trip,April 2016,we stopped in for a quick bite,before seeing the Matt Goss show. Our waiter Alex S,was on top of his game,they should clone this guy,for every place in Vegas. The manager,Carlos,stopped by our table and asked how the food and service was. I was very impressed with both. There is a reason this place is always packed and their menu has something for everyone's taste. I recommend their pizza and the chicken tortilla soup.",Good,,Good
"My husband and I stopped here while looking for food fairly late in the evening.  We'd heard good things about it and were interested to try it for ourselves.  We ordered a cheese pizza to split between us since we weren't super hungry, and honestly, the food was quite good.  The main reason I rate it so low is that our server was not very polite and paid barely any attention to us the entire time we were there.  Maybe it was because we didn't order a lot of food, but I still found it frustrating to watch our server check on all the tables around us three or four times without once coming by to see if we needed drink refills or to even ask us how we were enjoying the meal.  We only saw him when he took our order and again to drop off our check.  Our drinks and food were brought out by someone else.  I probably wouldn't go back, but if you are looking for a place to eat late at night, the food is worth a stop if you are willing to chance the poor service.",Good,Bad,Bad
Was not up to usual standards for this cafe. Have eaten here many times and always enjoyed my meals. This time however was a let down. Both my steak and my cousins were way over cooked. They did re-cook them but left the sides for us to eat. So by the time the steaks showed up we were kind of full. Thankfully we stayed at the Vdara so we had a kitchen. We took the dinner rolls and ate them for lunch the next day as sandwiches. The flavor was good but I've had better. Price was great for the strip.,Bad,,
"This is the 24 hour restaurant/bar in Caesars Palace near the hotel registration.  I ended up coming here for breakfast my last morning as Serendipity wasn't open early enough for me to go there and still catch my flight.  I had the waffle with fresh berries and some coffee.  


Overall, it was a decent experience.  A little pricey but, come on, you're in Vegas and at one of the higher end hotels.  If you want a cheap meal, go somewhere else.  Service was pretty good and while it seemed busy, I got a table (just me) right away.",Good,Good,Good
"Great food at a fair price, not cheap but very good overall, ate breakfast here and they had healthy choices.",Good,,
"Had breakfast two days here and both were delicious! The service was excellent, large servings and clean. Had the bacon& eggs each time and left feeling ready for the day!",Good,,Good
"Came here with our friends for an early dinner and ate inside.
Our waiter, Silvano was attentive and very knowledgable about the menu.
Our friends had the burgers and fries and the burgers were huge!
We had the Angus sliders and the spaghetti & meatball, which was the biggest meatball I have ever seen; had to be 1/2 a lb.
Everything came out hot and correct.
Nothing is inexpensive here so you need to be prepared for that.
Atmosphere was nice and music pleasant.
Would come here again.",Good,Good,Good
"Prices are a bit steep: beer on tap is overpriced. Cocktails are typical strip pricing. 


Okay. That said. $19 for wings. You're thinking ummm. Really? Keep in mind it's not THAT high for Strip pricing. And they are GOOD. Their house buffalo sauce is fabulous. Cooked extra crispy. So tasty. All the wings are big too. No pitiful puny things. Again. When you're in need of food late at night this'll do the trick. 


I prefer to sit at the bar when here late. Service can be a bit slow and spotty on the dining room floor. 


Bartenders make a wicked not-too-dirty martini. Try a signature cocktail too.",Good,,Bad
"We have been to this restaurant a few times. We had always sat inside at the main bar, but this time we sat outside simply to enjoy the warm weather.  We will never do this again.  The outside is grungy (we're not sure why Caesar's doesn't smarten-up the entire outside area between the strip/bellagio and this Caesar's entrance. We 'get' that there's a 'look and feel' that go with Absinthe...but to be honest, this entire area - which could be really nice - is just dismal).  Cafe Americano is the first restaurant you encounter once you enter Caesars from this side, and inside it's VERY  nice. The staff are very good and the food is very good INSIDE.  But the abbreviated outside menu is not good (we had 2 apps (shrimp and fries) and both were greasy and overcooked (they came out so fast, we think they were already cooked and sitting in bins mcdonald's style).   I won't even mention the Hookah service.   It didn't affect us...but again, feels more absinthe than cafe americana. Out of 3 bartenders, only 1 was attentive.   One was somewhat attentive to some guests.  But a third (female) bartender spent the ENTIRE time flirting with the manager. As in - awkward for the customers - flirting.The manager was so COMPLETELY obnoxious with his 'close talker come stalker' treatment of this bartender (who gobbled it up) that we went from being annoyed to determined to sit there until one of them finally came up for air.  When they did, the female bartender simply took our payment and went to the cash register, where the 2 of them then continued their romance.  The good bartender noticed this and apologized. We asked if the tall man with the female bartender was a manager and the good bartender embarrassingly confirmed.  We said 'we are formally voicing our disappointment'.  i certainly hope they move the 'good' bartender inside so that we can tip him next time we visit (because it was even more annoying that the flirting female bartender, who never waited on us, processed our tip).  Like we said...this is a good place INSIDE ...just avoid the outside altogether.",,Bad,Bad
This is like an all around café /bar popular especially for breakfast and late nite. The food is usually very good especially the breakfast menu. Service has been average to better on my many trips. Price is up there but not outrageous.,Good,,Good
Cafe Americano is a hidden gem! The food is traditionally diner. Good breakfast that is plentiful and well prepared.The service was excellent and the manager Carl appeared to really want you to have a Good as he was active on the floor. Price is higher than a traditional diner but your are not cheated.,Good,Good,Good
"Myself and my two children went here for breakfast on Monday morning whilst staying at Caesars Palace. We ordered three pieces of toast, i think I had English muffin, kids had toast and three drinks, it came to 74 dollars. My daughter ordered hash brown, we had to ask for it twice as it never turned up, when it did arrive I asked not to pay as we had finished out meal, they obliged and deducted it from the bill. Overpriced, rubbish service there are so many better places just across the road.",Bad,Bad,Bad
"We ordered spaghetti and meatballs and it was absolutely delicious! I loved the sauce. You get one meatball but it is HUGE and delicious. I wish I took a picture of the meatball. The spaghetti and meatball dinner was quite expensive at $26.00 (no soup, salad or bread included) but that's Caesars and I don't mind paying if the food and service is excellent which it was. We also ate breakfast here; the All American Breakfast ($22.00!) included eggs, potatoes, toast and choice of bacon, sausage or ham. It was good and fresh. This restaurant is very pleasant and has an upscale feel to it.",Good,Good,Good
"I loved the food, this place is just awesome. A simple place but good quality of food and care, your hospitality is simply holistic and true. Thank you for your Good",Good,Good,Good
"At the end of the day, just relaxing with a few hours to wait before our flight, stopped off for a quiet drink.  The bartender was very friendly and efficient.  It was a nice spot just to chill before the airport trek.",,Good,Good
I had breakfast three mornings in a row.  The staff and food was amazing.  I couldn't believe how fast my food arrived after ordering.,Good,Good,Good
"This restaurant is open 24 hours, so it is a great place to go in the evening.  The portions are huge, so you may want to share a sandwich if this is your late night snack!",Good,Good,
"In the lobby for Caesars Palace, so the location is great.  The food for a Cafe is two things you would not expect at a Cafe - Delicious & Expensive.


I was looking for a quick burger and fries for lunch (I never order burgers back home in Canada, but always in the US as you can choose how you would like it cooked).  I was expecting a $10-15 burger, but nope, $26.  I forget what my wife had, but her food was good too, albeit pricey as well.  


Don't get me wrong, in the end, I wouldn't say I was disappointed, because the food was good, just surprised I would say.  Service was good until it came time to get the check and pay, as it seemed to really slow down.  When someone is ready to go, they're ready to go.  


All in all, if I was staying at Caesars and felt lazy I might go back, but I highly doubt it.  Food as mentioned was good, but not good enough to go back at that price.",,,Good
Had breakfast here a couple time and apps another time.  Food was good but expensive.  Very loud restaurant. Service was good.  Convenient location in lobby of hotel.,Good,Good,Good
